板块名称,主力资金净流入(亿),时间,趋势
上海洗霸,-0.58,2026-05-14,↓ 净流出
上海建工,-0.58,2026-05-14,↓ 净流出
税友股份,-0.59,2026-05-14,↓ 净流出
中化国际,-0.59,2026-05-14,↓ 净流出
中信证券,-0.59,2026-05-14,↓ 净流出
平煤股份,-0.59,2026-05-14,↓ 净流出
航发科技,-0.60,2026-05-14,↓ 净流出
中国交建,-0.60,2026-05-14,↓ 净流出
科沃斯,-0.60,2026-05-14,↓ 净流出
抚顺特钢,-0.61,2026-05-14,↓ 净流出
油田服务,-0.61,2026-05-14,↓ 净流出
电商服务,-0.61,2026-05-14,↓ 净流出
火电设备,-0.61,2026-05-14,↓ 净流出
金证股份,-0.61,2026-05-14,↓ 净流出
招商银行,-0.61,2026-05-14,↓ 净流出
川投能源,-0.61,2026-05-14,↓ 净流出
房屋建设Ⅲ,-0.61,2026-05-14,↓ 净流出
房屋建设Ⅱ,-0.61,2026-05-14,↓ 净流出
成都银行,-0.61,2026-05-14,↓ 净流出
广西能源,-0.62,2026-05-14,↓ 净流出
中源协和,-0.62,2026-05-14,↓ 净流出
金海通,-0.62,2026-05-14,↓ 净流出
上汽集团,-0.62,2026-05-14,↓ 净流出
吉比特,-0.62,2026-05-14,↓ 净流出
城地香江,-0.62,2026-05-14,↓ 净流出
西部黄金,-0.62,2026-05-14,↓ 净流出
宝胜股份,-0.62,2026-05-14,↓ 净流出
户外露营,-0.63,2026-05-14,↓ 净流出
航天长峰,-0.63,2026-05-14,↓ 净流出
长城科技,-0.63,2026-05-14,↓ 净流出
光大证券,-0.63,2026-05-14,↓ 净流出
法拉电子,-0.63,2026-05-14,↓ 净流出
北方导航,-0.63,2026-05-14,↓ 净流出
贵研铂业,-0.64,2026-05-14,↓ 净流出
国联股份,-0.64,2026-05-14,↓ 净流出
宝光股份,-0.64,2026-05-14,↓ 净流出
海航控股,-0.64,2026-05-14,↓ 净流出
西藏天路,-0.65,2026-05-14,↓ 净流出
方正证券,-0.65,2026-05-14,↓ 净流出
物业管理,-0.65,2026-05-14,↓ 净流出
雪天盐业,-0.65,2026-05-14,↓ 净流出
大胜达,-0.66,2026-05-14,↓ 净流出
广汇能源,-0.66,2026-05-14,↓ 净流出
食品加工,-0.66,2026-05-14,↓ 净流出
其他纺织,-0.67,2026-05-14,↓ 净流出
康美药业,-0.67,2026-05-14,↓ 净流出
中国人寿,-0.67,2026-05-14,↓ 净流出
同方股份,-0.67,2026-05-14,↓ 净流出
电科芯片,-0.68,2026-05-14,↓ 净流出
中国海油,-0.68,2026-05-14,↓ 净流出
中远海能,-0.68,2026-05-14,↓ 净流出
人民网,-0.68,2026-05-14,↓ 净流出
大秦铁路,-0.69,2026-05-14,↓ 净流出
海南机场,-0.69,2026-05-14,↓ 净流出
大众公用,-0.69,2026-05-14,↓ 净流出
华鑫股份,-0.71,2026-05-14,↓ 净流出
冠豪高新,-0.71,2026-05-14,↓ 净流出
食用菌,-0.71,2026-05-14,↓ 净流出
伯特利,-0.71,2026-05-14,↓ 净流出
合富中国,-0.72,2026-05-14,↓ 净流出
工程机械器件,-0.72,2026-05-14,↓ 净流出
中稀有色,-0.72,2026-05-14,↓ 净流出
奥瑞德,-0.72,2026-05-14,↓ 净流出
湘电股份,-0.72,2026-05-14,↓ 净流出
南威软件,-0.73,2026-05-14,↓ 净流出
锦纶,-0.73,2026-05-14,↓ 净流出
德业股份,-0.74,2026-05-14,↓ 净流出
大宗用纸,-0.75,2026-05-14,↓ 净流出
大元泵业,-0.75,2026-05-14,↓ 净流出
淳中科技,-0.76,2026-05-14,↓ 净流出
旅游综合,-0.76,2026-05-14,↓ 净流出
松发股份,-0.76,2026-05-14,↓ 净流出
江苏新能,-0.76,2026-05-14,↓ 净流出
恒润股份,-0.76,2026-05-14,↓ 净流出
水泥制造,-0.77,2026-05-14,↓ 净流出
国电南自,-0.77,2026-05-14,↓ 净流出
其他种植业,-0.77,2026-05-14,↓ 净流出
东方电缆,-0.77,2026-05-14,↓ 净流出
瑞斯康达,-0.77,2026-05-14,↓ 净流出
饰品,-0.77,2026-05-14,↓ 净流出
教育运营及其他,-0.77,2026-05-14,↓ 净流出
大众出版,-0.78,2026-05-14,↓ 净流出
精达股份,-0.78,2026-05-14,↓ 净流出
中粮糖业,-0.78,2026-05-14,↓ 净流出
昭衍新药,-0.79,2026-05-14,↓ 净流出
中船防务,-0.79,2026-05-14,↓ 净流出
综合电商,-0.80,2026-05-14,↓ 净流出
哈投股份,-0.81,2026-05-14,↓ 净流出
其他黑色家电,-0.82,2026-05-14,↓ 净流出
亚星锚链,-0.82,2026-05-14,↓ 净流出
焦炭Ⅲ,-0.82,2026-05-14,↓ 净流出
焦炭Ⅱ,-0.82,2026-05-14,↓ 净流出
照明设备Ⅲ,-0.82,2026-05-14,↓ 净流出
照明设备Ⅱ,-0.82,2026-05-14,↓ 净流出
钟表珠宝,-0.83,2026-05-14,↓ 净流出
预加工食品,-0.84,2026-05-14,↓ 净流出
港口,-0.84,2026-05-14,↓ 净流出
血液制品,-0.84,2026-05-14,↓ 净流出
生活用纸,-0.85,2026-05-14,↓ 净流出
立达信,-0.85,2026-05-14,↓ 净流出
房地产服务,-0.86,2026-05-14,↓ 净流出
仓储物流,-0.86,2026-05-14,↓ 净流出
士兰微,-0.86,2026-05-14,↓ 净流出
动力煤,-0.87,2026-05-14,↓ 净流出
哈药股份,-0.88,2026-05-14,↓ 净流出
高速公路,-0.88,2026-05-14,↓ 净流出
中金公司,-0.88,2026-05-14,↓ 净流出
楼宇设备,-0.89,2026-05-14,↓ 净流出
大气治理,-0.89,2026-05-14,↓ 净流出
长城军工,-0.89,2026-05-14,↓ 净流出
粘胶,-0.89,2026-05-14,↓ 净流出
兖矿能源,-0.90,2026-05-14,↓ 净流出
XD云天化,-0.90,2026-05-14,↓ 净流出
中国一重,-0.90,2026-05-14,↓ 净流出
中安科,-0.91,2026-05-14,↓ 净流出
*ST沐邦,-0.91,2026-05-14,↓ 净流出
图片媒体,-0.91,2026-05-14,↓ 净流出
豪威集团,-0.92,2026-05-14,↓ 净流出
中国太保,-0.93,2026-05-14,↓ 净流出
微盘精选,-0.93,2026-05-14,↓ 净流出
铁矿石,-0.93,2026-05-14,↓ 净流出
大连热电,-0.93,2026-05-14,↓ 净流出
新洁能,-0.93,2026-05-14,↓ 净流出
文娱用品,-0.94,2026-05-14,↓ 净流出
亚翔集成,-0.94,2026-05-14,↓ 净流出
其他农产品加工,-0.94,2026-05-14,↓ 净流出
三星电气,-0.96,2026-05-14,↓ 净流出
均胜电子,-0.97,2026-05-14,↓ 净流出
医院,-0.98,2026-05-14,↓ 净流出
人工景区,-0.98,2026-05-14,↓ 净流出
其他橡胶制品,-0.98,2026-05-14,↓ 净流出
商用载客车,-0.98,2026-05-14,↓ 净流出
中航高科,-0.99,2026-05-14,↓ 净流出
动物保健Ⅲ,-1.00,2026-05-14,↓ 净流出
动物保健Ⅱ,-1.00,2026-05-14,↓ 净流出
振华股份,-1.00,2026-05-14,↓ 净流出
中国巨石,-1.00,2026-05-14,↓ 净流出
鲁信创投,-1.00,2026-05-14,↓ 净流出
爱旭股份,-1.00,2026-05-14,↓ 净流出
通信线缆及配套,-1.02,2026-05-14,↓ 净流出
东方通信,-1.02,2026-05-14,↓ 净流出
派克新材,-1.02,2026-05-14,↓ 净流出
中国石化,-1.03,2026-05-14,↓ 净流出
国机重装,-1.03,2026-05-14,↓ 净流出
中国铁建,-1.03,2026-05-14,↓ 净流出
圣泉集团,-1.04,2026-05-14,↓ 净流出
保利发展,-1.04,2026-05-14,↓ 净流出
彤程新材,-1.05,2026-05-14,↓ 净流出
兴发集团,-1.05,2026-05-14,↓ 净流出
娱乐用品,-1.05,2026-05-14,↓ 净流出
印刷包装机械,-1.06,2026-05-14,↓ 净流出
SPD概念,-1.06,2026-05-14,↓ 净流出
青山纸业,-1.06,2026-05-14,↓ 净流出
装修建材,-1.06,2026-05-14,↓ 净流出
三一重工,-1.07,2026-05-14,↓ 净流出
科森科技,-1.07,2026-05-14,↓ 净流出
低碳冶金,-1.09,2026-05-14,↓ 净流出
宁夏板块,-1.09,2026-05-14,↓ 净流出
棉纺,-1.09,2026-05-14,↓ 净流出
橡胶助剂,-1.09,2026-05-14,↓ 净流出
海南华铁,-1.10,2026-05-14,↓ 净流出
快递,-1.11,2026-05-14,↓ 净流出
油服工程,-1.11,2026-05-14,↓ 净流出
南山铝业,-1.11,2026-05-14,↓ 净流出
浙江东方,-1.12,2026-05-14,↓ 净流出
大唐电信,-1.12,2026-05-14,↓ 净流出
铁路运输,-1.13,2026-05-14,↓ 净流出
三祥新材,-1.13,2026-05-14,↓ 净流出
吉视传媒,-1.13,2026-05-14,↓ 净流出
江钨装备,-1.14,2026-05-14,↓ 净流出
石英股份,-1.14,2026-05-14,↓ 净流出
培训教育,-1.14,2026-05-14,↓ 净流出
石大胜华,-1.15,2026-05-14,↓ 净流出
永泰能源,-1.15,2026-05-14,↓ 净流出
白银有色,-1.15,2026-05-14,↓ 净流出
电工仪器仪表,-1.15,2026-05-14,↓ 净流出
航天机电,-1.16,2026-05-14,↓ 净流出
南方航空,-1.16,2026-05-14,↓ 净流出
龙蟠科技,-1.16,2026-05-14,↓ 净流出
自然景区,-1.17,2026-05-14,↓ 净流出
中国软件,-1.18,2026-05-14,↓ 净流出
三峡能源,-1.18,2026-05-14,↓ 净流出
种子,-1.18,2026-05-14,↓ 净流出
京投发展,-1.19,2026-05-14,↓ 净流出
人造肉,-1.19,2026-05-14,↓ 净流出
个护用品,-1.19,2026-05-14,↓ 净流出
油气开采Ⅲ,-1.21,2026-05-14,↓ 净流出
油气开采Ⅱ,-1.21,2026-05-14,↓ 净流出
运动服装,-1.21,2026-05-14,↓ 净流出
钢结构,-1.21,2026-05-14,↓ 净流出
中国化学,-1.22,2026-05-14,↓ 净流出
太平洋,-1.23,2026-05-14,↓ 净流出
彩电,-1.25,2026-05-14,↓ 净流出
综艺股份,-1.25,2026-05-14,↓ 净流出
清洁小家电,-1.26,2026-05-14,↓ 净流出
中国核电,-1.26,2026-05-14,↓ 净流出
品牌化妆品,-1.27,2026-05-14,↓ 净流出
联德股份,-1.27,2026-05-14,↓ 净流出
其他医疗服务,-1.28,2026-05-14,↓ 净流出
华钰矿业,-1.29,2026-05-14,↓ 净流出
商贸零售,-1.29,2026-05-14,↓ 净流出
化妆品,-1.29,2026-05-14,↓ 净流出
原材料供应链服务,-1.29,2026-05-14,↓ 净流出
彩虹股份,-1.29,2026-05-14,↓ 净流出
出版,-1.31,2026-05-14,↓ 净流出
2025三季报预减,-1.31,2026-05-14,↓ 净流出
金发科技,-1.31,2026-05-14,↓ 净流出
泰豪科技,-1.33,2026-05-14,↓ 净流出
互联网电商,-1.33,2026-05-14,↓ 净流出
转基因,-1.33,2026-05-14,↓ 净流出
国电电力,-1.34,2026-05-14,↓ 净流出
商业地产,-1.34,2026-05-14,↓ 净流出
拓普集团,-1.34,2026-05-14,↓ 净流出
中航机载,-1.35,2026-05-14,↓ 净流出
可燃冰,-1.36,2026-05-14,↓ 净流出
机场,-1.37,2026-05-14,↓ 净流出
招商轮船,-1.37,2026-05-14,↓ 净流出
轮毂电机,-1.38,2026-05-14,↓ 净流出
天风证券,-1.39,2026-05-14,↓ 净流出
三六零,-1.40,2026-05-14,↓ 净流出
东方明珠,-1.40,2026-05-14,↓ 净流出
专业连锁Ⅲ,-1.41,2026-05-14,↓ 净流出
专业连锁Ⅱ,-1.41,2026-05-14,↓ 净流出
商用车,-1.41,2026-05-14,↓ 净流出
地热能,-1.42,2026-05-14,↓ 净流出
国晟科技,-1.43,2026-05-14,↓ 净流出
中国核建,-1.43,2026-05-14,↓ 净流出
远东股份,-1.43,2026-05-14,↓ 净流出
防水材料,-1.43,2026-05-14,↓ 净流出
诊断服务,-1.46,2026-05-14,↓ 净流出
院线,-1.46,2026-05-14,↓ 净流出
托育服务,-1.49,2026-05-14,↓ 净流出
金钼股份,-1.49,2026-05-14,↓ 净流出
专业服务,-1.49,2026-05-14,↓ 净流出
金开新能,-1.51,2026-05-14,↓ 净流出
正泰电器,-1.51,2026-05-14,↓ 净流出
盛和资源,-1.51,2026-05-14,↓ 净流出
检测服务,-1.51,2026-05-14,↓ 净流出
C长裕,-1.52,2026-05-14,↓ 净流出
浙文互联,-1.54,2026-05-14,↓ 净流出
特钢Ⅲ,-1.54,2026-05-14,↓ 净流出
特钢Ⅱ,-1.54,2026-05-14,↓ 净流出
四川长虹,-1.54,2026-05-14,↓ 净流出
杭电股份,-1.55,2026-05-14,↓ 净流出
租赁,-1.56,2026-05-14,↓ 净流出
宁波能源,-1.56,2026-05-14,↓ 净流出
长江电力,-1.58,2026-05-14,↓ 净流出
体外诊断,-1.60,2026-05-14,↓ 净流出
杭钢股份,-1.61,2026-05-14,↓ 净流出
农产品加工,-1.65,2026-05-14,↓ 净流出
机床工具,-1.66,2026-05-14,↓ 净流出
医药商业,-1.67,2026-05-14,↓ 净流出
中金黄金,-1.67,2026-05-14,↓ 净流出
医药流通,-1.69,2026-05-14,↓ 净流出
淮河能源,-1.71,2026-05-14,↓ 净流出
西藏珠峰,-1.71,2026-05-14,↓ 净流出
联创光电,-1.72,2026-05-14,↓ 净流出
利通电子,-1.73,2026-05-14,↓ 净流出
诺德股份,-1.73,2026-05-14,↓ 净流出
世运电路,-1.76,2026-05-14,↓ 净流出
宏达股份,-1.76,2026-05-14,↓ 净流出
复合肥,-1.76,2026-05-14,↓ 净流出
毛发医疗,-1.79,2026-05-14,↓ 净流出
明阳智能,-1.79,2026-05-14,↓ 净流出
钴,-1.79,2026-05-14,↓ 净流出
光伏主材,-1.80,2026-05-14,↓ 净流出
其他建材Ⅲ,-1.80,2026-05-14,↓ 净流出
云赛智联,-1.80,2026-05-14,↓ 净流出
纺织制造,-1.82,2026-05-14,↓ 净流出
纺织化学制品,-1.84,2026-05-14,↓ 净流出
化学工程,-1.84,2026-05-14,↓ 净流出
小家电,-1.86,2026-05-14,↓ 净流出
氮肥,-1.88,2026-05-14,↓ 净流出
瑞芯微,-1.88,2026-05-14,↓ 净流出
美湖股份,-1.88,2026-05-14,↓ 净流出
北汽蓝谷,-1.90,2026-05-14,↓ 净流出
其他通信设备,-1.91,2026-05-14,↓ 净流出
万通发展,-1.92,2026-05-14,↓ 净流出
国泰海通,-1.92,2026-05-14,↓ 净流出
石油石化,-1.92,2026-05-14,↓ 净流出
东材科技,-1.94,2026-05-14,↓ 净流出
服装家纺,-1.95,2026-05-14,↓ 净流出
其他化学纤维,-1.96,2026-05-14,↓ 净流出
璞泰来,-1.97,2026-05-14,↓ 净流出
维科技术,-1.99,2026-05-14,↓ 净流出
中航沈飞,-1.99,2026-05-14,↓ 净流出
应流股份,-2.00,2026-05-14,↓ 净流出
冶钢辅料,-2.01,2026-05-14,↓ 净流出
中国中铁,-2.01,2026-05-14,↓ 净流出
江西铜业,-2.02,2026-05-14,↓ 净流出
赤峰黄金,-2.03,2026-05-14,↓ 净流出
保变电气,-2.05,2026-05-14,↓ 净流出
橡胶,-2.06,2026-05-14,↓ 净流出
赛力斯,-2.06,2026-05-14,↓ 净流出
黑色家电,-2.07,2026-05-14,↓ 净流出
装修装饰Ⅲ,-2.08,2026-05-14,↓ 净流出
装修装饰Ⅱ,-2.08,2026-05-14,↓ 净流出
华能国际,-2.10,2026-05-14,↓ 净流出
北交所概念,-2.11,2026-05-14,↓ 净流出
浙江荣泰,-2.12,2026-05-14,↓ 净流出
美诺华,-2.13,2026-05-14,↓ 净流出
航发动力,-2.13,2026-05-14,↓ 净流出
XD禾望电,-2.13,2026-05-14,↓ 净流出
特种纸,-2.15,2026-05-14,↓ 净流出
大位科技,-2.16,2026-05-14,↓ 净流出
食品安全,-2.18,2026-05-14,↓ 净流出
拼多多概念,-2.19,2026-05-14,↓ 净流出
华电新能,-2.20,2026-05-14,↓ 净流出
医废处理,-2.22,2026-05-14,↓ 净流出
华电国际,-2.22,2026-05-14,↓ 净流出
环旭电子,-2.22,2026-05-14,↓ 净流出
股份制银行Ⅲ,-2.23,2026-05-14,↓ 净流出
中科曙光,-2.24,2026-05-14,↓ 净流出
新华保险,-2.25,2026-05-14,↓ 净流出
甘肃板块,-2.25,2026-05-14,↓ 净流出
航天工程,-2.26,2026-05-14,↓ 净流出
青蒿素,-2.26,2026-05-14,↓ 净流出
斯达半导,-2.28,2026-05-14,↓ 净流出
钼,-2.28,2026-05-14,↓ 净流出
教育,-2.28,2026-05-14,↓ 净流出
博迁新材,-2.31,2026-05-14,↓ 净流出
其他化学原料,-2.33,2026-05-14,↓ 净流出
彩票概念,-2.34,2026-05-14,↓ 净流出
通信终端及配件,-2.34,2026-05-14,↓ 净流出
辽宁能源,-2.35,2026-05-14,↓ 净流出
核力发电,-2.36,2026-05-14,↓ 净流出
立昂微,-2.37,2026-05-14,↓ 净流出
金融信息服务,-2.37,2026-05-14,↓ 净流出
上海电力,-2.37,2026-05-14,↓ 净流出
宏和科技,-2.37,2026-05-14,↓ 净流出
肝素概念,-2.38,2026-05-14,↓ 净流出
其他电子Ⅲ,-2.39,2026-05-14,↓ 净流出
其他电子Ⅱ,-2.39,2026-05-14,↓ 净流出
黄河旋风,-2.39,2026-05-14,↓ 净流出
四方股份,-2.41,2026-05-14,↓ 净流出
供销社概念,-2.44,2026-05-14,↓ 净流出
农药,-2.45,2026-05-14,↓ 净流出
五洲新春,-2.46,2026-05-14,↓ 净流出
食品饮料,-2.48,2026-05-14,↓ 净流出
长飞光纤,-2.48,2026-05-14,↓ 净流出
铁路公路,-2.49,2026-05-14,↓ 净流出
钛白粉概念,-2.52,2026-05-14,↓ 净流出
张江高科,-2.55,2026-05-14,↓ 净流出
杉杉股份,-2.60,2026-05-14,↓ 净流出
水务及水治理,-2.63,2026-05-14,↓ 净流出
超跌股,-2.63,2026-05-14,↓ 净流出
东睦股份,-2.64,2026-05-14,↓ 净流出
剑桥科技,-2.68,2026-05-14,↓ 净流出
草甘膦,-2.69,2026-05-14,↓ 净流出
粮食概念,-2.70,2026-05-14,↓ 净流出
盛屯矿业,-2.73,2026-05-14,↓ 净流出
非金属材料Ⅲ,-2.73,2026-05-14,↓ 净流出
非金属材料Ⅱ,-2.73,2026-05-14,↓ 净流出
卧龙电驱,-2.79,2026-05-14,↓ 净流出
航空运输,-2.86,2026-05-14,↓ 净流出
造纸,-2.90,2026-05-14,↓ 净流出
旅游及景区,-2.90,2026-05-14,↓ 净流出
旅游酒店,-2.93,2026-05-14,↓ 净流出
重组蛋白,-2.94,2026-05-14,↓ 净流出
冶钢原料,-2.94,2026-05-14,↓ 净流出
产业地产,-3.00,2026-05-14,↓ 净流出
综合乘用车,-3.00,2026-05-14,↓ 净流出
共享经济,-3.02,2026-05-14,↓ 净流出
数字阅读,-3.03,2026-05-14,↓ 净流出
焦煤,-3.04,2026-05-14,↓ 净流出
阿兹海默,-3.04,2026-05-14,↓ 净流出
DRG/DIP,-3.04,2026-05-14,↓ 净流出
种植业,-3.05,2026-05-14,↓ 净流出
美容护理,-3.06,2026-05-14,↓ 净流出
轮胎轮毂,-3.06,2026-05-14,↓ 净流出
碳化硅,-3.08,2026-05-14,↓ 净流出
调味品概念,-3.09,2026-05-14,↓ 净流出
熔盐储能,-3.09,2026-05-14,↓ 净流出
仪器仪表,-3.10,2026-05-14,↓ 净流出
固废治理,-3.13,2026-05-14,↓ 净流出
社保重仓,-3.16,2026-05-14,↓ 净流出
永杉锂业,-3.17,2026-05-14,↓ 净流出
维生素,-3.18,2026-05-14,↓ 净流出
印刷,-3.19,2026-05-14,↓ 净流出
电视广播Ⅲ,-3.19,2026-05-14,↓ 净流出
电视广播Ⅱ,-3.19,2026-05-14,↓ 净流出
车身附件及饰件,-3.25,2026-05-14,↓ 净流出
农药兽药,-3.26,2026-05-14,↓ 净流出
2025三季报扭亏,-3.28,2026-05-14,↓ 净流出
山东黄金,-3.29,2026-05-14,↓ 净流出
原料药,-3.32,2026-05-14,↓ 净流出
制冷空调设备,-3.36,2026-05-14,↓ 净流出
改性塑料,-3.36,2026-05-14,↓ 净流出
宠物经济,-3.40,2026-05-14,↓ 净流出
酿酒概念,-3.40,2026-05-14,↓ 净流出
培育钻石,-3.40,2026-05-14,↓ 净流出
2026—季报预减,-3.45,2026-05-14,↓ 净流出
隆基绿能,-3.48,2026-05-14,↓ 净流出
科创板做市商,-3.50,2026-05-14,↓ 净流出
氟化工,-3.52,2026-05-14,↓ 净流出
滨海新区,-3.53,2026-05-14,↓ 净流出
物流,-3.59,2026-05-14,↓ 净流出
啤酒概念,-3.62,2026-05-14,↓ 净流出
西部矿业,-3.68,2026-05-14,↓ 净流出
电能综合服务,-3.72,2026-05-14,↓ 净流出
其他塑料制品,-3.74,2026-05-14,↓ 净流出
化学纤维,-3.79,2026-05-14,↓ 净流出
金属包装,-3.80,2026-05-14,↓ 净流出
贵州茅台,-3.80,2026-05-14,↓ 净流出
磁性材料,-3.81,2026-05-14,↓ 净流出
价值股,-3.84,2026-05-14,↓ 净流出
股权转让,-3.84,2026-05-14,↓ 净流出
磨具磨料,-3.84,2026-05-14,↓ 净流出
电动乘用车,-3.84,2026-05-14,↓ 净流出
红板科技,-3.85,2026-05-14,↓ 净流出
裸眼3D,-3.87,2026-05-14,↓ 净流出
煤炭开采,-3.91,2026-05-14,↓ 净流出
免税概念,-3.91,2026-05-14,↓ 净流出
中国动力,-3.95,2026-05-14,↓ 净流出
白酒Ⅲ,-4.00,2026-05-14,↓ 净流出
白酒Ⅱ,-4.00,2026-05-14,↓ 净流出
白酒,-4.00,2026-05-14,↓ 净流出
钒电池,-4.01,2026-05-14,↓ 净流出
统一大市场,-4.02,2026-05-14,↓ 净流出
地下管网,-4.05,2026-05-14,↓ 净流出
粤港自贸,-4.10,2026-05-14,↓ 净流出
综合环境治理,-4.11,2026-05-14,↓ 净流出
铝,-4.13,2026-05-14,↓ 净流出
中药Ⅲ,-4.13,2026-05-14,↓ 净流出
中药Ⅱ,-4.13,2026-05-14,↓ 净流出
电子纸概念,-4.14,2026-05-14,↓ 净流出
发电机概念,-4.16,2026-05-14,↓ 净流出
文字媒体,-4.19,2026-05-14,↓ 净流出
东阳光,-4.20,2026-05-14,↓ 净流出
航天动力,-4.20,2026-05-14,↓ 净流出
C2M概念,-4.23,2026-05-14,↓ 净流出
航空机场,-4.23,2026-05-14,↓ 净流出
房屋检测,-4.24,2026-05-14,↓ 净流出
化学原料,-4.25,2026-05-14,↓ 净流出
烽火通信,-4.29,2026-05-14,↓ 净流出
中国船舶,-4.38,2026-05-14,↓ 净流出
医疗耗材,-4.42,2026-05-14,↓ 净流出
国电南瑞,-4.42,2026-05-14,↓ 净流出
数据港,-4.43,2026-05-14,↓ 净流出
资源开采概念,-4.47,2026-05-14,↓ 净流出
汽车电子电气系统,-4.51,2026-05-14,↓ 净流出
中国电建,-4.53,2026-05-14,↓ 净流出
纺织服饰,-4.54,2026-05-14,↓ 净流出
化妆品概念,-4.57,2026-05-14,↓ 净流出
通信网络设备及器件,-4.60,2026-05-14,↓ 净流出
门户网站,-4.72,2026-05-14,↓ 净流出
煤炭,-4.73,2026-05-14,↓ 净流出
模拟芯片设计,-4.75,2026-05-14,↓ 净流出
新型城镇化,-4.80,2026-05-14,↓ 净流出
微盘股,-4.87,2026-05-14,↓ 净流出
快递概念,-4.93,2026-05-14,↓ 净流出
民爆制品,-4.96,2026-05-14,↓ 净流出
电子车牌,-4.96,2026-05-14,↓ 净流出
无机盐,-5.01,2026-05-14,↓ 净流出
生物质能发电,-5.02,2026-05-14,↓ 净流出
PLC概念,-5.02,2026-05-14,↓ 净流出
有机硅概念,-5.06,2026-05-14,↓ 净流出
太极实业,-5.07,2026-05-14,↓ 净流出
洛阳钼业,-5.11,2026-05-14,↓ 净流出
破发股,-5.13,2026-05-14,↓ 净流出
景旺电子,-5.16,2026-05-14,↓ 净流出
集成电路制造,-5.20,2026-05-14,↓ 净流出
特色药,-5.24,2026-05-14,↓ 净流出
同步磁阻电机,-5.25,2026-05-14,↓ 净流出
农林牧渔,-5.28,2026-05-14,↓ 净流出
工程机械整机,-5.31,2026-05-14,↓ 净流出
包钢股份,-5.33,2026-05-14,↓ 净流出
地面兵装Ⅲ,-5.34,2026-05-14,↓ 净流出
地面兵装Ⅱ,-5.34,2026-05-14,↓ 净流出
独家药品,-5.36,2026-05-14,↓ 净流出
轨交设备Ⅲ,-5.45,2026-05-14,↓ 净流出
轨交设备Ⅱ,-5.45,2026-05-14,↓ 净流出
增强现实,-5.56,2026-05-14,↓ 净流出
屏下摄像,-5.63,2026-05-14,↓ 净流出
药明康德,-5.66,2026-05-14,↓ 净流出
磷肥及磷化工,-5.68,2026-05-14,↓ 净流出
抗菌面料,-5.70,2026-05-14,↓ 净流出
租售同权,-5.77,2026-05-14,↓ 净流出
页岩气,-5.78,2026-05-14,↓ 净流出
亨通光电,-5.79,2026-05-14,↓ 净流出
金融控股,-5.83,2026-05-14,↓ 净流出
半导体材料,-5.84,2026-05-14,↓ 净流出
免疫治疗,-5.95,2026-05-14,↓ 净流出
医疗设备,-5.96,2026-05-14,↓ 净流出
再升科技,-6.00,2026-05-14,↓ 净流出
工程机械,-6.02,2026-05-14,↓ 净流出
通信工程及服务,-6.03,2026-05-14,↓ 净流出
建筑节能,-6.07,2026-05-14,↓ 净流出
MLOps概念,-6.07,2026-05-14,↓ 净流出
工程咨询服务Ⅲ,-6.16,2026-05-14,↓ 净流出
工程咨询服务Ⅱ,-6.16,2026-05-14,↓ 净流出
土地流转,-6.18,2026-05-14,↓ 净流出
空间计算,-6.22,2026-05-14,↓ 净流出
安防设备,-6.22,2026-05-14,↓ 净流出
汽车拆解,-6.24,2026-05-14,↓ 净流出
环保设备Ⅲ,-6.25,2026-05-14,↓ 净流出
环保设备Ⅱ,-6.25,2026-05-14,↓ 净流出
恒瑞医药,-6.27,2026-05-14,↓ 净流出
荣耀概念,-6.29,2026-05-14,↓ 净流出
幽门螺杆菌概念,-6.34,2026-05-14,↓ 净流出
汽车一体化压铸,-6.43,2026-05-14,↓ 净流出
生物疫苗,-6.43,2026-05-14,↓ 净流出
ERP概念,-6.59,2026-05-14,↓ 净流出
造纸印刷,-6.60,2026-05-14,↓ 净流出
热力服务,-6.65,2026-05-14,↓ 净流出
油气设服,-6.72,2026-05-14,↓ 净流出
中国卫通,-6.74,2026-05-14,↓ 净流出
电机Ⅲ,-6.77,2026-05-14,↓ 净流出
电机Ⅱ,-6.77,2026-05-14,↓ 净流出
兆易创新,-6.79,2026-05-14,↓ 净流出
交运设备,-6.84,2026-05-14,↓ 净流出
乘用车,-6.85,2026-05-14,↓ 净流出
锂电专用设备,-6.87,2026-05-14,↓ 净流出
其他金属新材料,-6.93,2026-05-14,↓ 净流出
社会服务,-7.06,2026-05-14,↓ 净流出
东方电气,-7.09,2026-05-14,↓ 净流出
配电设备,-7.11,2026-05-14,↓ 净流出
综合Ⅲ,-7.14,2026-05-14,↓ 净流出
综合,-7.14,2026-05-14,↓ 净流出
综合Ⅱ,-7.14,2026-05-14,↓ 净流出
西藏板块,-7.20,2026-05-14,↓ 净流出
林业Ⅲ,-7.27,2026-05-14,↓ 净流出
林业Ⅱ,-7.27,2026-05-14,↓ 净流出
汽车整车,-7.30,2026-05-14,↓ 净流出
其他生物制品,-7.33,2026-05-14,↓ 净流出
智慧灯杆,-7.34,2026-05-14,↓ 净流出
板材,-7.34,2026-05-14,↓ 净流出
光学元件,-7.36,2026-05-14,↓ 净流出
新零售,-7.37,2026-05-14,↓ 净流出
水力发电,-7.39,2026-05-14,↓ 净流出
天通股份,-7.43,2026-05-14,↓ 净流出
味蕾经济,-7.44,2026-05-14,↓ 净流出
